"","drug","SYMBOL","logFC"
"H2-Q2","Bevacizumab","H2-Q2",0.410762542319403
"H2-Q4","Bevacizumab","H2-Q4",0.461686308710794
"Crybg2","Bevacizumab","Crybg2",0.4459134063673
"Gm56627","Bevacizumab","Gm56627",0.685958400529262
"Rpsa-ps2","Bevacizumab","Rpsa-ps2",0.422810440822698
"Raver2","Bevacizumab","Raver2",-0.413020565881902
"Gm30097","Bevacizumab","Gm30097",0.501551230462105
"Bmper","Bevacizumab","Bmper",-0.416673813336323
"Gm44968","Bevacizumab","Gm44968",0.42836722328222
"B4galt5","Bevacizumab","B4galt5",-0.52936892263426
"Gm9512","Bevacizumab","Gm9512",0.475745186259163
"Gm57341","Bevacizumab","Gm57341",0.467492392486957
"Nup210l","Bevacizumab","Nup210l",-0.439139087412022
"Oas2","Bevacizumab","Oas2",0.62149610053267
"Gm45353","Bevacizumab","Gm45353",-0.596342054113291
"Higd1c","Bevacizumab","Higd1c",0.720526844554682
"Cox5b-ps","Bevacizumab","Cox5b-ps",0.475349055767649
"Mir10a","Bevacizumab","Mir10a",0.653417396459005
"Atp5mg","Bevacizumab","Atp5mg",0.447197082264674
"Gm10032","Bevacizumab","Gm10032",0.405653034034595
"A830021M18Rik","Bevacizumab","A830021M18Rik",0.458601028200418
"Ces2d-ps","Bevacizumab","Ces2d-ps",-0.983882090372754
"Gm49131","Bevacizumab","Gm49131",0.519842283487609
"Gm2962","Bevacizumab","Gm2962",0.426721095304511
"Hopx","Bevacizumab","Hopx",0.481636248323241
"Rem1","Bevacizumab","Rem1",-0.417343966727061
"Bex4","Bevacizumab","Bex4",0.429947199297935
"1810062O18Rik","Bevacizumab","1810062O18Rik",0.448504388908811
"Gm56194","Bevacizumab","Gm56194",0.466365870115568
"AU040320","Bevacizumab","AU040320",-0.437377613719904
"Gm3150","Bevacizumab","Gm3150",0.452813798572244
"Capn11","Bevacizumab","Capn11",-1.10960947163591
"Cox6c2","Bevacizumab","Cox6c2",0.538366857432448
"Pzp","Bevacizumab","Pzp",-0.54143854756256
"Kdr","Bevacizumab","Kdr",-0.5121501231755
"Flt4","Bevacizumab","Flt4",-0.447611607201274
"Mmrn2","Bevacizumab","Mmrn2",-0.44531522104711
"Gm45380","Bevacizumab","Gm45380",-0.523337014517096
"Cox7a1","Bevacizumab","Cox7a1",0.50383746966714
"Casp16","Bevacizumab","Casp16",0.427945524626849
"H6pd","Bevacizumab","H6pd",-0.407120265488595
"Gm15241","Bevacizumab","Gm15241",0.499735311174618
"Gm44731","Bevacizumab","Gm44731",0.514361720327625
"Clec4a3","Bevacizumab","Clec4a3",-0.479122589707362
"Gm25312","Bevacizumab","Gm25312",0.464140121508808
"Sema3f","Bevacizumab","Sema3f",-0.407597801850002
"Gm6877","Bevacizumab","Gm6877",-0.466831388115627
"Gm49208","Bevacizumab","Gm49208",-0.413820751225482
"Ddit4","Bevacizumab","Ddit4",0.567178016909338
"Gm7206","Bevacizumab","Gm7206",0.505522881936721
"Tet2","Bevacizumab","Tet2",0.468369999000969
"Tmt1a2","Bevacizumab","Tmt1a2",0.728063948022779
"Gm47419","Bevacizumab","Gm47419",0.411541124130788
"Nbdy","Bevacizumab","Nbdy",0.446201489465758
"Usp12","Bevacizumab","Usp12",-0.51843794396307
"Parp14","Bevacizumab","Parp14",0.489767975249517
"Gm26411","Bevacizumab","Gm26411",-0.499393664566896
"Col4a1","Bevacizumab","Col4a1",-0.423025645926626
"Mlec","Bevacizumab","Mlec",-0.403266503409502
"Timp3","Bevacizumab","Timp3",-0.51458496056684
"Gm46332","Bevacizumab","Gm46332",-0.537227901054411
"Gm31036","Bevacizumab","Gm31036",-0.568804651281226
"Fga","Bevacizumab","Fga",0.442599497294939
"Gm34758","Bevacizumab","Gm34758",0.444849107188049
"Gm45494","Bevacizumab","Gm45494",-0.534547540290197
"Cyp2c68","Bevacizumab","Cyp2c68",0.409890420325298
"Cox8b","Bevacizumab","Cox8b",1.56570954479757
"Gm55301","Bevacizumab","Gm55301",0.548655599299387
"Gm10059","Bevacizumab","Gm10059",0.49215518094149
"Gm34189","Bevacizumab","Gm34189",-0.494368965343111
"Cfi","Bevacizumab","Cfi",0.479152644329745
"Slc16a2","Bevacizumab","Slc16a2",-0.429993675552532
"Serpina1a","Bevacizumab","Serpina1a",0.588814043208434
"Mir222","Bevacizumab","Mir222",0.442013244654774
"Gm36913","Bevacizumab","Gm36913",0.412365189455673
"Gm23034","Bevacizumab","Gm23034",0.503013512757406
"Gm9115","Bevacizumab","Gm9115",-0.434999385644298
"Gm57400","Bevacizumab","Gm57400",0.413147938877634
"Csnk2a1-ps3","Bevacizumab","Csnk2a1-ps3",-0.505548980284441
"Trav3-4","Bevacizumab","Trav3-4",0.475483623312804
"Gm55892","Bevacizumab","Gm55892",0.4459945075469
"4931429L15Rik","Bevacizumab","4931429L15Rik",-0.433199314933429
"Gmnn","Bevacizumab","Gmnn",0.41453067502153
"Pdlim4","Bevacizumab","Pdlim4",-0.461259258431622
"Mutyh","Bevacizumab","Mutyh",0.405401799314728
"Gm20559","Bevacizumab","Gm20559",0.463877165175212
"Gm15163","Bevacizumab","Gm15163",-0.554763907330778
"Pla2g1b","Bevacizumab","Pla2g1b",1.20889432092993
"Gm16174","Bevacizumab","Gm16174",0.451943990104343
"Arhgef11","Bevacizumab","Arhgef11",-0.420846041094995
"D030045P18Rik","Bevacizumab","D030045P18Rik",-0.398210117142886
"Scarna9","Bevacizumab","Scarna9",-0.469959978692022
"Gm5834","Bevacizumab","Gm5834",-0.427268671827086
"Cyb5d1","Bevacizumab","Cyb5d1",-0.468375780228561
"Itm2c","Bevacizumab","Itm2c",-0.433770151953678
"Slco4a1","Bevacizumab","Slco4a1",-0.56418525104541
"Emilin2","Bevacizumab","Emilin2",-0.473871929484209
"Slc22a29","Bevacizumab","Slc22a29",0.61091177245895
"Ccdc39","Bevacizumab","Ccdc39",0.494151638965124
"Snord89","Bevacizumab","Snord89",0.613473572635353
"Rps27a","Bevacizumab","Rps27a",0.503831553182235
"Gm43461","Bevacizumab","Gm43461",0.420411941944528
"Uqcrb","Bevacizumab","Uqcrb",0.420765074976502
"Odf4","Bevacizumab","Odf4",0.448768327397053
"Cnih2","Bevacizumab","Cnih2",0.443382034739712
"Gm4332","Bevacizumab","Gm4332",0.449741452969976
"C230035I16Rik","Bevacizumab","C230035I16Rik",0.440450008359306
"Apoc1","Bevacizumab","Apoc1",0.738625792620293
"Gm48908","Bevacizumab","Gm48908",0.450544459194946
"Serpina1f","Bevacizumab","Serpina1f",0.574485155183831
"Baat","Bevacizumab","Baat",0.467255907962984
"Hyou1","Bevacizumab","Hyou1",-0.420809731574639
"Actg2","Bevacizumab","Actg2",0.975590900776222
"Cxcl9","Bevacizumab","Cxcl9",0.44317708821446
"Gm25039","Bevacizumab","Gm25039",0.447889271748643
"Snhg8","Bevacizumab","Snhg8",0.465405797944067
"Ptges3l","Bevacizumab","Ptges3l",0.454993586796169
"Rpl7a-ps5","Bevacizumab","Rpl7a-ps5",0.484396217387461
"Npy1r","Bevacizumab","Npy1r",-0.516387294247113
"Gm45226","Bevacizumab","Gm45226",0.45603023845457
"Ifi35","Bevacizumab","Ifi35",0.460843050987584
"Gm43500","Bevacizumab","Gm43500",-0.699277208190467
"Gm12576","Bevacizumab","Gm12576",0.423758826647184
"Gm48242","Bevacizumab","Gm48242",0.440724457974309
"Gm31224","Bevacizumab","Gm31224",-0.469529078920612
"Gm23318","Bevacizumab","Gm23318",0.716592020681507
"Sec61a1","Bevacizumab","Sec61a1",-0.427509967454931
"Gm18134","Bevacizumab","Gm18134",-0.413987700825122
"Mir5100","Bevacizumab","Mir5100",0.808537870247916
"Krt19","Bevacizumab","Krt19",0.631428300846795
"Etv1","Bevacizumab","Etv1",-0.41130266625332
"Gm24613","Bevacizumab","Gm24613",0.58088520001732
"Lama4","Bevacizumab","Lama4",-0.468914337456592
"Ahsp","Bevacizumab","Ahsp",-0.39541371280834
"Ces1g","Bevacizumab","Ces1g",-0.792562666382242
"Gm56188","Bevacizumab","Gm56188",0.629938871154887
"D930048N14Rik","Bevacizumab","D930048N14Rik",0.41397610324566
"Tmem26","Bevacizumab","Tmem26",-0.392634948143753
"Card9","Bevacizumab","Card9",0.410749556718128
"4930451E10Rik","Bevacizumab","4930451E10Rik",0.449812510204719
"Gm17709","Bevacizumab","Gm17709",-0.470854524986998
"Gm11754","Bevacizumab","Gm11754",0.56192361591098
"Gm16793","Bevacizumab","Gm16793",0.416339630560497
"Rangrf","Bevacizumab","Rangrf",0.451568029882399
"Gm3200","Bevacizumab","Gm3200",0.387065472662595
"Gm32800","Bevacizumab","Gm32800",0.666621201809919
"Ctnnb1","Bevacizumab","Ctnnb1",-0.447000523011776
"Sytl3","Bevacizumab","Sytl3",0.476790714612895
"Gm48689","Bevacizumab","Gm48689",0.545220122004089
"Gm11399","Bevacizumab","Gm11399",0.561231462891635
"Hotairm1","Bevacizumab","Hotairm1",0.405553484190695
"Akr1b1","Bevacizumab","Akr1b1",-0.582808268176489
"Cyp7b1","Bevacizumab","Cyp7b1",0.647782283997602
"Gm33467","Bevacizumab","Gm33467",-0.417929304121699
"Nmnat1","Bevacizumab","Nmnat1",-0.439542588781545
"Mir196a-1","Bevacizumab","Mir196a-1",0.532752729678633
"Oip5","Bevacizumab","Oip5",-0.402012901664757
"Ahcyl2","Bevacizumab","Ahcyl2",-0.413821522975891
"Uxt","Bevacizumab","Uxt",0.408258578746524
"Gm53064","Bevacizumab","Gm53064",0.47562643309199
"Socs7","Bevacizumab","Socs7",-0.390406409854446
"Gm23593","Bevacizumab","Gm23593",-0.471085124587703
"Ano6","Bevacizumab","Ano6",-0.389106363965967
"Abtb2","Bevacizumab","Abtb2",-0.398895299553093
"Tmem158","Bevacizumab","Tmem158",-0.395973992879426
"Piezo1","Bevacizumab","Piezo1",-0.404136318947708
"Nrp2","Bevacizumab","Nrp2",-0.389013465960939
"1700001P01Rik","Bevacizumab","1700001P01Rik",-0.442337933806043
"Gm16143","Bevacizumab","Gm16143",0.448700689674175
"Gm37905","Bevacizumab","Gm37905",0.415852330030014
"Gm38150","Bevacizumab","Gm38150",0.39399322388666
"Lrrc36","Bevacizumab","Lrrc36",0.42714445366195
"Gm28023","Bevacizumab","Gm28023",0.433666276822364
"Fbxw11","Bevacizumab","Fbxw11",-0.445343430891565
"Amy1","Bevacizumab","Amy1",0.446156539189615
"Spon1","Bevacizumab","Spon1",-0.447800544409957
"Itpkc","Bevacizumab","Itpkc",-0.392324309063657
"Gm15347","Bevacizumab","Gm15347",-0.616942328418314
"Osbp2","Bevacizumab","Osbp2",-0.427517709583386
"Gm8319","Bevacizumab","Gm8319",-0.437064822932709
"Mir3473c","Bevacizumab","Mir3473c",0.415544856718716
"Gm15889","Bevacizumab","Gm15889",0.397271609443493
"Esm1","Bevacizumab","Esm1",-0.61135970893361
"Zbp1","Bevacizumab","Zbp1",0.540508018912735
"Oas3","Bevacizumab","Oas3",0.407645179264919
"Rpl38-ps2","Bevacizumab","Rpl38-ps2",0.542975651664482
"Prkd3","Bevacizumab","Prkd3",-0.391965157923868
"Tec","Bevacizumab","Tec",-0.386056596903826
"Car11","Bevacizumab","Car11",0.436593831316339
"Malrd1","Bevacizumab","Malrd1",-0.446718195198661
"Gstm2-ps1","Bevacizumab","Gstm2-ps1",0.415531079554103
"Gm26286","Bevacizumab","Gm26286",0.42402695303935
"Gm54798","Bevacizumab","Gm54798",0.382074440616199
"Svopl","Bevacizumab","Svopl",0.426610235534821
"Gc","Bevacizumab","Gc",0.40583316947977
"Arsg","Bevacizumab","Arsg",-0.382989957548989
"Fcnaos","Bevacizumab","Fcnaos",0.39542742548523
"Lctl","Bevacizumab","Lctl",0.479726962498892
"Gm35037","Bevacizumab","Gm35037",-0.420790334670073
"Zdhhc2","Bevacizumab","Zdhhc2",-0.388313545442383
"1700001D01Rik","Bevacizumab","1700001D01Rik",0.617466515241383
"Ifi213","Bevacizumab","Ifi213",0.444657043137404
"Rpl30","Bevacizumab","Rpl30",0.415859652041433
"Sdhaf4","Bevacizumab","Sdhaf4",0.408604064211356
"Nalf2","Bevacizumab","Nalf2",-0.3838762342275
"Ffar4","Bevacizumab","Ffar4",0.412725206040366
"Pecam1","Bevacizumab","Pecam1",-0.382940136148527
"Zacn-ps","Bevacizumab","Zacn-ps",-0.484972110489586
"4930597O21Rik","Bevacizumab","4930597O21Rik",0.387954710964132
"Rps28","Bevacizumab","Rps28",0.441273471723669
"Gm11730","Bevacizumab","Gm11730",0.434450723311564
"Gm10925","Bevacizumab","Gm10925",0.431365178299006
"Cdkn2b","Bevacizumab","Cdkn2b",-0.410854847808633
"Gm23628","Bevacizumab","Gm23628",0.435705488637749
"Mrc2","Bevacizumab","Mrc2",-0.388807902888118
"Igkv14-111","Bevacizumab","Igkv14-111",0.427075124551131
"C1qtnf1","Bevacizumab","C1qtnf1",-0.388244828638977
"Gm43521","Bevacizumab","Gm43521",0.392252307469348
"Thrsp","Bevacizumab","Thrsp",0.854783180260982
"Rbm3-ps","Bevacizumab","Rbm3-ps",0.53852291343758
"Loxl2","Bevacizumab","Loxl2",-0.381488296799281
"Trim35","Bevacizumab","Trim35",-0.41306032160264
"Gm23205","Bevacizumab","Gm23205",-0.616073117032666
"Mybpc1","Bevacizumab","Mybpc1",0.413845565013346
"Gm54998","Bevacizumab","Gm54998",0.484272627846715
"Noct","Bevacizumab","Noct",0.570723458030663
"Gm14117","Bevacizumab","Gm14117",-0.446165626926773
"Serpina1d","Bevacizumab","Serpina1d",0.557121609832398
"Aspg","Bevacizumab","Aspg",0.408279885704823
"Ncf4","Bevacizumab","Ncf4",-0.392194781197271
"Parp12","Bevacizumab","Parp12",0.428555267904553
"Gm10036","Bevacizumab","Gm10036",0.682618399655006
"Ceacam2","Bevacizumab","Ceacam2",0.651550830716223
"Rpl22l1","Bevacizumab","Rpl22l1",0.382798899227281
"Gm29139","Bevacizumab","Gm29139",0.428618827619607
"Gemin6","Bevacizumab","Gemin6",0.38553398409558
"Gm55498","Bevacizumab","Gm55498",0.502980915346617
"Ccnb2","Bevacizumab","Ccnb2",-0.574929623352403
"Dusp3","Bevacizumab","Dusp3",-0.393148476499898
"Wdfy1","Bevacizumab","Wdfy1",-0.472232165771654
"Rpl39-ps","Bevacizumab","Rpl39-ps",0.659594487731617
"Sh3d19","Bevacizumab","Sh3d19",-0.379233382556119
"Nap1l5","Bevacizumab","Nap1l5",0.389715208665351
"Fam246a","Bevacizumab","Fam246a",0.380465892597864
"Gbp10","Bevacizumab","Gbp10",0.412135353500063
"Gm6565","Bevacizumab","Gm6565",-0.426728241765796
"2610005L07Rik","Bevacizumab","2610005L07Rik",0.402128203686117
"Anxa8","Bevacizumab","Anxa8",0.468945078276014
"Cyp2t4","Bevacizumab","Cyp2t4",0.496041419710949
"Gm4950","Bevacizumab","Gm4950",0.389784658815837
"Rpl23a","Bevacizumab","Rpl23a",0.397701167167846
"Gm31416","Bevacizumab","Gm31416",-0.399162847352468
"Gm7984","Bevacizumab","Gm7984",0.442415604764446
"Armc12","Bevacizumab","Armc12",0.492161495008591
"Tstd2","Bevacizumab","Tstd2",-0.415883424980627
"Duox1","Bevacizumab","Duox1",0.377912895926871
"Plvap","Bevacizumab","Plvap",-0.392864570254794
"Odc1","Bevacizumab","Odc1",-0.573032233969677
"Rps29","Bevacizumab","Rps29",0.431253682080091
"Cyp2d41-ps","Bevacizumab","Cyp2d41-ps",0.425743388626003
"Nt5dc2","Bevacizumab","Nt5dc2",-0.37693824818188
"Pnlip","Bevacizumab","Pnlip",0.576106295966496
"Gm45452","Bevacizumab","Gm45452",0.418210692589163
"Etv4","Bevacizumab","Etv4",0.384896946610301
"Lbr","Bevacizumab","Lbr",-0.4214145965444
"Gm16089","Bevacizumab","Gm16089",0.471059351061626
"Methig1","Bevacizumab","Methig1",0.484074941039806
"Dohh","Bevacizumab","Dohh",0.398285197858703
"Dffb","Bevacizumab","Dffb",0.401009553369733
"Cox4i2","Bevacizumab","Cox4i2",0.45040923226079
"Wnt7b","Bevacizumab","Wnt7b",-0.42255823924295
"Gm8493","Bevacizumab","Gm8493",-0.486856749215551
"Rpl22-ps1","Bevacizumab","Rpl22-ps1",0.3722059272807
"Gm13611","Bevacizumab","Gm13611",0.535861957862357
"Gm54894","Bevacizumab","Gm54894",0.618227816566837
"Arrdc2","Bevacizumab","Arrdc2",0.620025940893479
"Pbx4","Bevacizumab","Pbx4",0.428314017268386
"0610043K17Rik","Bevacizumab","0610043K17Rik",-0.435227950729597
"Sik2","Bevacizumab","Sik2",-0.412370768877521
"Gm54953","Bevacizumab","Gm54953",-0.693397090785625
"Syce2","Bevacizumab","Syce2",0.372734629515421
"Gm22154","Bevacizumab","Gm22154",0.399636675971802
"Ccl19-ps3","Bevacizumab","Ccl19-ps3",0.634777949285958
"Usp9x","Bevacizumab","Usp9x",-0.467005418393489
"Rpl38","Bevacizumab","Rpl38",0.418432990769376
"Mmp9","Bevacizumab","Mmp9",-0.501710614410499
"Cpeb3","Bevacizumab","Cpeb3",0.415093517165089
"Fmo3","Bevacizumab","Fmo3",0.442360042580779
"Sfrp5","Bevacizumab","Sfrp5",-0.458311466230912
"Gm12098","Bevacizumab","Gm12098",-0.409527011603594
"Abcg1","Bevacizumab","Abcg1",-0.382970824748774
"Rapgef1","Bevacizumab","Rapgef1",-0.380325025935729
"Rpl23a-ps3","Bevacizumab","Rpl23a-ps3",0.446311545748576
"Pdpr","Bevacizumab","Pdpr",-0.547262973024567
"Gm53207","Bevacizumab","Gm53207",0.39886423977615
"Col6a5","Bevacizumab","Col6a5",-0.538524218869821
"Gm4152","Bevacizumab","Gm4152",-0.47232651030295
"Klk1b21","Bevacizumab","Klk1b21",0.408104902700899
"Gm6710","Bevacizumab","Gm6710",0.390330022141137
"H2-Bl","Bevacizumab","H2-Bl",0.434943744695012
"Gm25492","Bevacizumab","Gm25492",0.597402762677767
"Snord58b","Bevacizumab","Snord58b",0.589012455720831
"Stc1","Bevacizumab","Stc1",-0.424807034376309
"Gm55463","Bevacizumab","Gm55463",-0.455866364983669
"Fam151a","Bevacizumab","Fam151a",-0.492485083396686
"Tcf15","Bevacizumab","Tcf15",0.444351307095629
"Gm32031","Bevacizumab","Gm32031",0.395716261640423
"Pcdh17","Bevacizumab","Pcdh17",-0.428839282663243
"Atp2a1","Bevacizumab","Atp2a1",0.612427182852593
"St6galnac2.1","Bevacizumab","St6galnac2.1",0.539561767696966
"Mien1","Bevacizumab","Mien1",0.414727578708
"Mn1","Bevacizumab","Mn1",-0.366361037948234
"Gm37353","Bevacizumab","Gm37353",0.472312832153415
"Cltc","Bevacizumab","Cltc",-0.408862472766772
"Klk1b7-ps","Bevacizumab","Klk1b7-ps",0.425077019448218
"1700048M11Rik","Bevacizumab","1700048M11Rik",0.386481839413541
"Gm2225","Bevacizumab","Gm2225",0.40633856029864
"Pabpn1l","Bevacizumab","Pabpn1l",-0.464833353059311
"Otud3","Bevacizumab","Otud3",-0.375264697038649
"B3gnt3","Bevacizumab","B3gnt3",-0.374526713314849
"Ndufa3","Bevacizumab","Ndufa3",0.402981262239601
"Gm45564","Bevacizumab","Gm45564",0.374448863744954
"Plin2","Bevacizumab","Plin2",0.574553840602222
"Gm55931","Bevacizumab","Gm55931",0.507772875785747
"4933417D19Rik","Bevacizumab","4933417D19Rik",0.411069471705578
"Fitm1","Bevacizumab","Fitm1",0.384722081190049
"Ces2c","Bevacizumab","Ces2c",-0.375324449207478
"Slc22a21","Bevacizumab","Slc22a21",0.386886380837569
"Dock1","Bevacizumab","Dock1",-0.44923005877791
"Ywhaq-ps3","Bevacizumab","Ywhaq-ps3",-0.378712430886661
"4930547E08Rik","Bevacizumab","4930547E08Rik",0.438692850560957
"Mir17hg","Bevacizumab","Mir17hg",0.376459951106197
"Adcy9","Bevacizumab","Adcy9",-0.445454879543611
"Gm23301","Bevacizumab","Gm23301",0.777806286118198
"Gm15547","Bevacizumab","Gm15547",0.364823420976048
"Mrpl48-ps","Bevacizumab","Mrpl48-ps",0.411002405821999
"Cysrt1","Bevacizumab","Cysrt1",0.365192486759636
"8430426J06Rik","Bevacizumab","8430426J06Rik",0.370238013719291
"Mir3473e","Bevacizumab","Mir3473e",-0.624458602249549
"Gm7331","Bevacizumab","Gm7331",0.494964966520017
"Cblif","Bevacizumab","Cblif",0.583743441598458
"Sp3os","Bevacizumab","Sp3os",0.393115008834523
"Map4k1","Bevacizumab","Map4k1",0.395172708265437
"Fzd1","Bevacizumab","Fzd1",-0.387169667590775
"Hoxa2","Bevacizumab","Hoxa2",0.367721514629537
"Gm8666","Bevacizumab","Gm8666",-0.447769984154582
"Mir6397","Bevacizumab","Mir6397",-0.659568968126416
"Aldh1a2","Bevacizumab","Aldh1a2",-0.406541235284849
"Gm10734","Bevacizumab","Gm10734",-0.367047231365678
"Mir26a-1","Bevacizumab","Mir26a-1",-0.399949330627543
"4930469K13Rik","Bevacizumab","4930469K13Rik",-0.417489409950831
"Ednrb","Bevacizumab","Ednrb",-0.369542127896911
"Tomm7","Bevacizumab","Tomm7",0.419068746341296
"Gm43031","Bevacizumab","Gm43031",0.400767925920626
"Nat8f1","Bevacizumab","Nat8f1",0.364340330222123
"Gm48884","Bevacizumab","Gm48884",0.515458474362021
"Gm18342","Bevacizumab","Gm18342",0.387510350096397
"Nomo1","Bevacizumab","Nomo1",-0.396121659167677
"Ly6d","Bevacizumab","Ly6d",0.742904256583455
"Uba7","Bevacizumab","Uba7",0.407672875339373
"Fer","Bevacizumab","Fer",-0.36996568713254
"Igkc","Bevacizumab","Igkc",-0.672667724303369
"Ucp1","Bevacizumab","Ucp1",1.38994444527847
"Nphs2","Bevacizumab","Nphs2",-0.400209736235421
"Agps","Bevacizumab","Agps",-0.382255104372534
"Psmd1","Bevacizumab","Psmd1",-0.38902804679841
"Muc12","Bevacizumab","Muc12",0.394009460732373
"Gm12356","Bevacizumab","Gm12356",0.368446654884639
"Gm35638","Bevacizumab","Gm35638",-0.380541659165158
"Notch1","Bevacizumab","Notch1",-0.390135823214343
"Col13a1","Bevacizumab","Col13a1",-0.396104363953185
"Gm42791","Bevacizumab","Gm42791",-0.522461169041221
"Raf1","Bevacizumab","Raf1",-0.429189289295874
"Slc26a1","Bevacizumab","Slc26a1",-0.36291285441638
"Sema3g","Bevacizumab","Sema3g",-0.377119392337036
"Ppp1r14d","Bevacizumab","Ppp1r14d",0.477573471470584
"Ighv5-17","Bevacizumab","Ighv5-17",0.404537769344303
"Gsta2","Bevacizumab","Gsta2",0.374320053345762
"Gm45169","Bevacizumab","Gm45169",0.474204793889392
"Gm45855","Bevacizumab","Gm45855",0.431075825442758
"Xxylt1","Bevacizumab","Xxylt1",-0.374384696769465
"Asns","Bevacizumab","Asns",-0.36472874760436
"Tgoln1","Bevacizumab","Tgoln1",-0.358763646169891
"Pdia2","Bevacizumab","Pdia2",-0.545531828149659
"Gm24737","Bevacizumab","Gm24737",0.373223645797225
"Rpl39","Bevacizumab","Rpl39",0.418995519540592
"BC049762","Bevacizumab","BC049762",0.386726459276046
"Ppbp","Bevacizumab","Ppbp",0.374991113027728
"Dag1","Bevacizumab","Dag1",-0.382444105367143
"Dio3os","Bevacizumab","Dio3os",0.383690517273974
"Gm20652","Bevacizumab","Gm20652",0.446228144935882
"A1cf","Bevacizumab","A1cf",-0.485342766254682
"Mir99a","Bevacizumab","Mir99a",-0.710298681591878
"Atp5mk","Bevacizumab","Atp5mk",0.386072735505036
"Ddx54","Bevacizumab","Ddx54",-0.386394759528164
"Gm25618","Bevacizumab","Gm25618",-0.409601253427877
"Fam98c","Bevacizumab","Fam98c",0.358734533276157
